product_id,total_revenue,total_profit,avg_margin
200,3200493.25,1013774.75,31.737266674013572
201,2797455.0,903339.67,32.1078085905849
202,2921043.9,961182.27,32.608765429080016
203,3260152.2,1026508.24,31.332415345908423
204,2743956.0,919923.68,32.822814635177004
205,2850741.15,928452.05,32.67932837411898
206,2843309.05,938914.32,32.62570766910093
207,2872137.4,932571.74,32.79507443824576
208,2990288.15,970662.41,32.059469731897444
209,3116945.5,1041065.34,32.74802939414965
210,3154735.6,1031628.74,32.71878207508848
211,2851501.65,938998.9400000001,32.525252931592995
212,2968752.05,998443.68,33.302717497172004
213,3196675.35,1064065.23,32.8908826987045
214,2813256.85,920166.47,32.442453619765665
215,2617610.5,891152.67,33.28749683386636
216,2508623.5,810723.72,31.942990115192007
217,2980885.0,970856.93,32.591357070660685
218,2874280.1,923617.11,32.48589399310612
219,2736787.25,883109.23,32.53989172217422
220,3137741.9,1012346.3200000001,32.51721562032998
221,3272518.3,1068020.4,32.857076567823746
222,3480334.25,1140898.35,32.629371987428804
223,2250453.45,710560.27,31.977129541806914
224,2909379.95,939891.6,32.49009158217513
225,3189445.75,1051544.96,32.986147441184514
226,3185733.65,1022698.5,31.90536824639973
227,2873483.25,948343.3,32.69865243955997
228,3206182.8,1035089.15,31.849499142057667
229,2800073.75,935592.92,33.31509175473822
230,2771525.2,903546.5,32.010957829184996
231,2726312.1,868325.11,32.80871484868776
232,3210124.45,1035224.7,32.65981701005683
233,2850106.95,923911.69,32.847263514041124
234,3098953.8,1022514.42,32.6527312904589
235,2542765.75,820103.95,32.05846527993264
236,2831622.55,909575.51,32.12107042196851
237,2679931.1,879361.9,32.45912313033684
238,2749465.55,892795.0700000001,32.87029423961076
239,2910125.35,944761.45,33.32601714208538
240,2895775.8,943181.23,32.71589916385275
241,2608072.3,854141.84,32.03698328215638
242,2527950.2,814199.98,32.51889980272037
243,2870312.75,925656.05,32.41065801240438
244,3226129.2,1095385.09,33.69491745404605
245,2938474.8,924975.59,32.298453326025374
246,2630307.6,847853.51,32.10017461897424
247,2964079.2,965803.08,32.726311237703214
248,2639496.25,867947.96,32.51273808977235
249,3050599.8,985510.9,32.433503043543375
250,3221184.85,1059388.59,32.56766614608185
251,2816788.0,922560.03,32.367748617103906
252,2596259.9,858500.05,32.61767357328788
253,2194662.45,713508.36,32.427117172528824
254,2751751.2,896485.31,32.36339722279762
255,2680910.5,886313.97,32.945648087047246
256,2977429.25,968326.3099999999,32.28584152844379
257,3287972.2,1046921.51,31.86199160916014
258,2886446.4,910915.49,31.771693154209935
259,2817064.5,893257.08,31.722777500431526
260,2847836.25,931797.51,32.834854524524786
261,3011232.1,958681.27,31.48878312732842
262,2776034.85,924702.28,32.49285200039432
263,2528058.15,801069.57,31.398316679023534
264,2922950.7,952274.4,32.711998545089486
265,2884107.55,962783.95,32.9302915972452
266,2452773.8,779623.27,31.499792012440846
267,3123805.0,1016371.4299999999,32.81254901778886
268,3226736.85,1001156.12,31.505133990177022
269,2555403.55,829169.38,32.370226038320205
270,3310212.2,1049385.77,32.165387236256386
271,2749491.4,903919.9400000001,32.37168886749634
272,2639537.15,881239.77,32.92106054555364
273,2697830.1,878195.89,32.16259843126162
274,2920963.5,961187.37,32.380052184906546
275,3126350.95,997419.6900000001,31.99893221183787
276,3070552.05,970648.42,31.58198096892796
277,2948686.15,985830.59,33.10165714214408
278,3085503.2,995842.8,31.78568262256174
279,3095090.0,1020795.26,32.8340357329465
280,2925712.15,949205.65,32.57374345968054
281,3105120.3,993656.64,32.81717935711288
282,2953130.25,970445.41,32.64385554769474
283,3055128.0,982370.04,32.6078100732243
284,2724833.25,890890.71,32.2736691954088
285,3230325.0,1011405.94,31.49594146423913
286,3175603.8,1042829.4400000001,32.74496884988303
287,2986074.1,968708.79,32.421873615185746
288,2500967.2,803172.6,32.48253159097577
289,2736984.55,897081.51,32.99152722611559
290,3472662.05,1135338.82,33.03631000245161
291,2514245.75,803676.46,32.29382743415277
292,2655644.25,871964.03,32.50265926866245
293,3203171.7,1044677.56,32.530969109492204
294,2925610.1,959412.46,32.874646849527096
295,3172029.15,1026261.66,32.60614335052869
296,3147967.5,1053039.63,33.63651176534629
297,2950957.15,948331.57,32.29302978551862
298,2898159.2,950896.95,32.9131971890719
299,2719668.1,880467.21,32.74449046393772
300,3452745.65,1125162.37,32.2263227714395
301,2943709.05,928969.05,32.13013195029605
302,3448154.3,1140458.81,32.742461862281985
303,3059696.9,977972.03,32.25476991037391
304,3031374.4,986758.27,32.21085824078226
305,3101607.65,1038160.64,32.46180958300355
306,2660177.2,876322.43,33.1940165005441
307,2725743.3,875874.67,32.51544909711644
308,2715190.1,856942.21,31.329464844388383
309,3043538.95,993627.52,32.75551294717058
310,2912855.85,951146.79,33.0481427330537
311,3117747.4,1050119.24,33.06849353045143
312,2682573.4,883319.14,32.732982357972254
313,2744619.4,900581.91,31.990646226076745
314,3525865.3,1131761.11,32.750464145782715
315,2952182.8,943798.05,32.62062342866995
316,3114416.8,1027119.15,33.20100350369152
317,2831401.55,917365.13,32.20458097672622
318,2860868.05,909198.89,32.360447404179006
319,2984490.15,962294.33,32.25667905658371
320,2870614.0,934637.13,32.57520008584234
321,2933364.65,919391.62,32.07797341884727
322,2743361.8,869708.25,31.866073413502924
323,2926069.95,968320.87,32.898399101254
324,3205594.15,1012688.33,31.72551842357692
325,3067692.85,1004268.81,33.00050773360243
326,2574051.5,825138.35,31.978670560210322
327,2449710.85,842659.92,33.39985514980081
328,3092965.45,1041169.9,33.64603119686815
329,3300940.25,1083898.93,33.03221246231836
330,2774515.3,891139.53,32.133198454574845
331,2511209.2,812806.96,32.53311535050056
332,2778106.95,872283.26,31.42058647875911
333,2932531.3,997780.68,32.90504202915974
334,3084391.6,1008303.21,33.00438205419618
335,3027821.5,991374.71,32.46679209745697
336,2984141.75,989318.11,33.09153853895754
337,2332585.15,776716.97,32.77891653756144
338,3109627.05,1030358.78,32.85375701292749
339,3362595.35,1100484.29,32.23107360241198
340,2778849.1,918097.76,32.78402791032306
341,3409756.25,1100222.75,32.4743400657784
342,3411268.75,1131956.74,33.390916181576266
343,2839955.3,916227.34,32.99490321741741
344,3093169.4,1035984.0,33.19877268996798
345,2835971.2,888061.33,32.07911256727465
346,2808165.05,894909.11,31.774136655315164
347,3324404.9,1077382.78,32.554553882369234
348,2891878.2,939700.19,32.13696822983161
349,3127939.9,1023069.14,32.788619442892816
350,2631951.3,831110.13,32.210228242511896
351,2754438.4,922701.34,33.21675579181871
352,2743059.8,880547.74,31.617317756000386
353,2574144.9,855530.23,32.67857011118317
354,2876218.8,968806.5599999999,32.82419539950807
355,2884092.45,916380.53,32.76316736355759
356,2771937.95,876101.98,31.894748354365078
357,2768139.85,903493.66,32.6741057464585
358,2977860.7,976709.05,32.78676920072568
359,2596306.3,875493.53,32.62173954560286
360,2930847.6,994079.43,32.93262565103981
361,2807947.05,864206.78,31.727847533061773
362,2706566.05,878545.02,32.550933778183385
363,2711468.85,890697.21,32.21707652135415
364,2554410.1,798520.19,31.518939424558464
365,2666514.25,862055.74,32.75797588008253
366,3065995.8,986356.87,32.84456232141256
367,2539972.55,817875.87,32.92044629397733
368,2960894.1,952360.82,32.59148648354978
369,2979993.9,980249.3,33.0536179997857
370,3224411.7,1047205.92,32.83711492411918
371,3332491.7,1057323.3,32.32546137490842
372,3394032.95,1113712.51,32.769007191181906
373,3357899.15,1096638.48,32.19319085393215
374,2685125.7,864404.89,32.24032705338241
375,3064400.6,996252.97,32.526339339222105
376,3136787.35,1017113.79,32.55400164567032
377,3126885.25,1050984.2,33.46069785487256
378,2664310.3,860390.19,32.883627481013434
379,2909952.6,945638.62,31.977163165727934
380,2994160.6,988900.3099999999,33.307300798486345
381,2510767.6,797630.1,31.787935851637567
382,2752301.45,881183.17,32.40943788824919
383,2954667.3,936422.51,32.0586124152227
384,2213993.05,720584.0700000001,32.38384515741693
385,3307233.1,1109390.26,33.38105010135017
386,2882580.05,914319.8,32.09286661190906
387,2822607.9,941700.82,33.18560437190538
388,3615315.9,1195481.68,32.64704796976728
389,3125490.8,1027106.25,32.67977778676508
390,2760420.65,900475.6,32.88117729751947
391,2710961.75,866218.11,32.40374750062904
392,2990672.2,935583.32,31.67610206252012
393,3169179.15,1026942.9,32.788323539569454
394,3086426.25,1016210.09,32.533320956189534
395,2721551.45,888326.94,32.74646135074056
396,2983143.95,987356.25,33.067491679531095
397,2251487.8,726745.27,32.35663681478847
398,2661438.85,857556.85,32.19021318682203
399,3019969.0,959266.5,32.05613688422764
